property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities_count,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,reviews_per_month,availability_30,availability_60,availability_90,availability_365,instant_bookable,host_identity_verified,host_since,cancellation_policy,latitude,longitude,guests_included,extra_people,price
Loft,Entire home/apt,4,2,2,1,47,4,342,11,4,4.1,30,6,54,150,0,1,1255,moderate,40.66156385,-73.97550645,1,48,323
Loft,Entire home/apt,5,3,3,4,25,2,1084,7,4,2.2,10,17,15,359,0,1,3264,strict_14_with_grace_period,40.52540806,-73.72189309,2,14,317
Bed & Breakfast,Entire home/apt,9,1,4,3,9,4,455,9,2,4.5,4,52,5,240,1,1,2605,flexible,40.75449589,-73.74347012,3,27,287
House,Entire home/apt,9,3,4,5,32,3,204,10,3,4,13,41,18,339,1,1,120,moderate,40.85092434,-73.96446228,4,21,354
Condominium,Private room,3,1,5,6,11,8,556,7,4,0.9,13,40,6,226,1,1,377,flexible,40.70671964,-73.87751048,2,42,248
House,Private room,9,4,5,5,37,8,433,10,5,3.2,14,9,18,NA,1,1,3557,moderate,40.54543495,-73.84436522,3,0,373
Bed & Breakfast,Entire home/apt,2,3,4,4,38,6,777,8,4,0.4,0,31,90,19,1,1,449,strict,40.54202709,-73.8984858,1,17,232
Apartment,Entire home/apt,2,1,4,5,17,1,1098,6,3,3.5,29,54,66,336,0,1,2689,moderate,40.55960712,-73.70627769,1,39,288
House,Hotel room,4,3,4,4,6,8,53,6,4,5,16,54,29,188,1,1,2620,strict,40.74623031,-73.7576303,1,16,328
Townhouse,Private room,8,3,2,3,20,2,942,8,2,3.3,7,36,57,259,1,1,NA,flexible,40.71714349,-73.85348162,1,41,309
Condominium,Entire home/apt,4,4,1,1,47,1,169,8,3,5,27,48,42,1,1,1,638,flexible,40.82055718,-73.79140276,3,18,388
Townhouse,Hotel room,3,2,5,5,47,5,707,14,3,4.2,25,16,83,131,1,1,1598,strict,40.69464903,-73.79500581,4,3,399
Loft,Shared room,6,3,2,1,28,7,NA,4,2,4.7,19,0,23,227,0,1,1392,strict_14_with_grace_period,40.73645857,-73.74417727,2,28,313
Loft,Entire home/apt,8,2,45,5,24,2,66,11,1,2.1,22,55,73,213,0,1,196,flexible,40.72328658,-73.81170368,4,27,306
Bed & Breakfast,Entire home/apt,4,2,2,1,36,7,376,12,1,4.1,18,19,17,237,0,1,1952,moderate,40.5706868,-73.99403025,2,44,338
Townhouse,Shared room,9,2,3,4,21,7,770,8,4,3.9,13,45,23,37,0,0,837,flexible,40.58909209,-73.98228085,1,33,386
Apartment,Entire home/apt,2,3,1,1,21,3,498,10,4,0.4,13,39,86,363,1,1,1212,strict_14_with_grace_period,40.83075529,-73.81009646,1,35,248
Loft,Shared room,7,4,3,2,12,2,544,7,4,2.8,3,49,26,89,1,1,1491,strict,40.54949692,-73.92999762,4,27,368
Condominium,Entire home/apt,4,1,5,4,25,5,431,10,5,4.5,2,7,23,115,1,1,1662,strict,40.88122609,-73.83637547,4,34,237
Loft,Entire home/apt,2,4,1,2,35,3,542,9,2,5,24,51,90,64,0,1,1414,strict_14_with_grace_period,40.73602849,-73.99049087,2,47,279
House,Entire home/apt,9,1,3,3,43,8,125,7,4,1.9,4,56,81,159,1,1,3458,flexible,40.84441925,-73.88733295,4,29,339
Townhouse,Entire home/apt,8,1,2,2,25,5,940,16,5,2.4,5,39,70,90,0,1,228,strict,40.82981253,-73.9158683,3,5,376
House,Entire home/apt,8,4,5,6,32,1,349,15,3,2.8,13,46,64,4,1,0,878,strict,40.65536554,-73.94436123,1,32,351
House,Entire home/apt,5,1,2,2,46,1,999,15,3,2.3,9,24,71,158,NA,1,3547,moderate,40.88487997,-73.94879487,2,0,332
Condominium,Entire home/apt,1,3,2,2,29,2,290,7,2,0,26,6,19,235,1,NA,1795,strict,40.72876341,-73.81961103,2,15,234
Bed & Breakfast,Entire home/apt,1,1,3,2,39,7,222,10,3,4.1,29,31,66,189,1,1,351,NA,40.86112041,-73.96276474,3,7,298
Townhouse,Private room,7,3,1,1,25,3,347,9,3,4.5,6,58,40,99,NA,1,2276,moderate,40.59172924,-73.9495487,4,22,265
NA,Private room,6,1,2,1,24,7,1049,12,2,4.7,1,10,81,104,1,1,2277,flexible,40.82596926,-73.94847723,3,37,310
Townhouse,Entire home/apt,4,1,4,4,14,8,227,14,3,2.9,2,59,45,295,0,0,866,strict_14_with_grace_period,40.88000597,-73.98113264,1,14,409
Bed & Breakfast,Entire home/apt,8,4,5,6,26,4,366,5,3,3,3,26,2,95,1,0,230,strict,40.82278533,-73.73235698,3,12,338
Bed & Breakfast,Entire home/apt,NA,2,2,1,31,2,278,13,5,0.7,25,42,2,104,0,1,2891,strict,NA,-73.91387703,2,40,236
Loft,Entire home/apt,5,2,4,4,20,1,515,12,2,5,16,26,10,306,0,1,1635,strict_14_with_grace_period,40.79946409,-73.8078322,3,11,296
Townhouse,Entire home/apt,5,4,3,3,32,9,168,6,2,2.4,17,17,45,163,0,NA,328,strict,40.72927689,-73.96047724,3,5,472
Apartment,Entire home/apt,5,2,2,1,11,9,1097,11,2,0.9,30,18,62,268,0,1,71,strict,40.6443407,-73.86941594,1,26,265
Condominium,Shared room,6,1,5,5,13,3,399,9,4,0.5,21,24,45,247,0,1,2257,strict,40.5773546,-73.78623865,4,4,227
Condominium,Entire home/apt,3,2,1,1,47,3,450,9,4,1.6,12,5,48,316,0,1,712,strict_14_with_grace_period,40.58879326,-73.93691423,1,16,323
House,Entire home/apt,1,3,1,2,21,9,394,9,3,1.4,6,22,72,181,0,1,3098,strict_14_with_grace_period,40.69739404,-73.87164421,2,19,133
House,Entire home/apt,1,2,5,5,17,8,376,9,2,1.5,12,49,37,128,1,1,1650,flexible,40.80424824,-73.87061778,1,37,296
House,Entire home/apt,1,2,5,5,42,1,1019,7,1,3.8,11,24,71,184,0,1,1895,flexible,40.69822871,-73.88223185,2,42,330
Bed & Breakfast,Shared room,8,1,1,1,47,6,610,12,4,2.3,24,46,45,186,0,1,2806,flexible,40.88569393,-73.94247533,4,42,308
Townhouse,Entire home/apt,4,3,1,1,27,3,321,6,4,3.2,14,32,12,286,0,1,3054,moderate,40.7494887,-73.97228793,1,49,242
Loft,Entire home/apt,4,1,2,1,36,4,774,10,1,4,20,1,1,197,1,1,2381,flexible,40.81249306,-73.90389208,4,43,246
Townhouse,Private room,4,1,3,2,7,8,1026,10,2,3.8,8,20,38,364,0,0,61,moderate,40.64581594,-73.770775,1,5,234
Loft,Entire home/apt,8,3,1,2,20,3,NA,10,2,2.8,30,13,59,51,1,1,3283,strict,40.79053329,-73.7675644,4,30,346
Townhouse,Entire home/apt,2,1,1,1,47,3,184,13,4,1.8,21,52,58,245,0,1,1481,strict,40.8537458,-73.7080647,2,11,344
Bed & Breakfast,Private room,6,2,3,4,21,5,72,8,4,2.3,6,52,83,273,1,0,3357,moderate,40.72360216,-73.77806007,1,24,346
Apartment,Entire home/apt,1,2,3,2,38,9,1026,6,4,4.9,18,52,46,226,1,1,1004,strict,40.52436251,-73.8370992,3,2,319
Bed & Breakfast,Entire home/apt,9,3,5,5,20,6,845,11,4,1.4,13,19,51,40,0,1,3478,moderate,40.54669267,-73.98580707,3,16,277
Apartment,Entire home/apt,3,1,5,4,43,3,276,9,3,0.7,13,36,58,40,0,1,3301,strict_14_with_grace_period,40.80917598,-73.9498904,2,46,299
Condominium,Entire home/apt,9,3,5,5,25,8,429,12,2,2.9,15,22,22,275,0,1,3224,flexible,40.62700445,-73.93090497,2,38,465
Condominium,Entire home/apt,6,4,1,1,14,4,42,9,3,4.2,8,40,17,127,1,1,450,flexible,40.87977487,-73.98732065,1,22,309
Loft,Private room,1,3,2,2,38,5,434,11,3,3,8,34,13,237,1,0,3044,strict_14_with_grace_period,40.75085555,-73.78779392,1,25,252
House,Private room,5,1,2,3,35,5,556,9,3,3.5,22,40,55,202,1,1,2986,strict_14_with_grace_period,40.63010434,-73.97381004,3,38,254
Apartment,Entire home/apt,4,1,3,2,23,9,402,14,4,0.2,13,0,24,182,0,1,267,flexible,40.84609071,-73.90061608,2,48,246
Loft,Private room,2,1,4,5,10,9,831,13,4,1.5,22,29,26,269,1,1,1003,strict_14_with_grace_period,40.64252419,-73.84435563,4,22,160
Condominium,Private room,2,2,4,4,49,6,716,5,3,5,21,25,55,74,1,1,2289,strict,40.87941431,-73.77686371,3,12,394
Bed & Breakfast,NA,4,3,3,4,12,4,312,12,5,3.8,10,30,30,161,1,0,1318,strict,40.71433196,-73.74944468,4,42,282
Townhouse,Entire home/apt,5,2,2,2,39,9,747,9,5,3.5,0,30,59,77,1,0,263,strict,40.53869744,-73.80405359,1,49,327
Condominium,Hotel room,4,2,5,6,26,5,229,4,2,5,24,32,70,89,1,1,2563,strict_14_with_grace_period,40.83664025,-73.73858281,3,49,324
Townhouse,Private room,8,1,2,1,8,8,408,15,2,5,2,54,33,22,0,0,2755,strict_14_with_grace_period,40.60310706,-73.72555017,2,14,200
Condominium,Shared room,9,4,5,5,6,3,930,20,2,1.5,17,37,5,166,0,0,1860,strict,40.73661564,-73.94263614,1,2,408
Condominium,Private room,1,4,1,2,15,1,842,11,5,4.4,5,3,45,301,1,1,1064,flexible,40.75913535,-73.96449819,4,NA,183
Loft,Entire home/apt,1,1,5,4,36,5,1028,12,3,3.3,28,19,82,180,0,1,60,moderate,40.59315045,-73.7665418,2,41,270
Condominium,Shared room,9,4,5,5,6,3,930,20,2,1.5,17,37,5,166,0,0,1860,strict,40.73661564,-73.94263614,1,2,408
Loft,Entire home/apt,9,3,4,5,33,5,60,12,1,4.4,19,55,29,167,1,1,181,moderate,40.60653295,-73.72084228,4,9,332
Bed & Breakfast,Entire home/apt,4,1,5,5,24,2,974,9,1,0,7,15,72,187,0,0,3032,strict,40.62663298,-73.88226446,1,13,336
Condominium,Shared room,1,2,4,5,24,4,794,6,3,3.2,9,28,78,99,1,1,3068,strict_14_with_grace_period,40.68559353,-73.98077897,1,0,330
Loft,Shared room,3,4,4,3,34,3,1124,18,1,4,2,47,44,238,1,1,794,strict,40.82990422,-73.74586816,4,41,276
Bed & Breakfast,Entire home/apt,5,3,4,3,12,5,231,14,2,4.3,5,1,64,337,0,1,820,strict,40.51215423,-73.91968547,4,36,281
House,Entire home/apt,1,2,5,5,17,8,376,9,2,1.5,12,49,37,128,1,1,1650,flexible,40.80424824,-73.87061778,1,37,296
House,Hotel room,5,3,1,1,40,3,814,8,4,1.6,14,16,25,84,0,1,31,strict,40.8201253,-73.7117737,2,9,363
